ticket_id,customer_id,category,priority,status,created_at,first_response_at,resolved_at,rating,resolution_text,agent_name,channel,is_escalated
TKT-01892,CUST-0224,,low,resolved,"Apr 20, 2024+00:00",04-22-2024,2024-04-22,three,Escalated to engineering team for further investigation.,Mary,CHAT,no
TKT-00224,CUST-0117,integration,crit,in_progress,"Jul 26, 2024+09:00","Jul 28, 2024",26/07/2024,four,Bug confirmed in v2.3.1. Hotfix deployed.,Richard,email,False
TKT-01668,CUST-0177,TECHNICAL,medium,resolved,2023-07-20Z,2023-07-22,2023-07-25,2/5,Refund processed as per company policy.,Joseph,in-app,yes
TKT-00614,CUST-8164,billing,med,in_progress,01-16-2025-08:00,01/16/2025 08:00,2025-01-16T12:00:00,2,,Linda,in-app,1
TKT-01367,CUST-0248,,high,resolved,01/16/2025 00:00,01/19/2025 00:00,2025/01/16,3,,Jessica,email,0
TKT-00994,CUST-0261,Billing,high,in_progress,2024-07-24+03:00,07-24-2024,2024-07-27,2,,Christopher,in-app,False
TKT-01066,CUST-0364,feature_request,low,in_progress,01/08/2023 00:00,2023-01-08,01-08-2023,4.0,Provided documentation link for the integration setup.,Mary,in-app,N
TKT-01227,CUST-0466,feature_request,med,resolved,07/07/2025 00:00-05:00,07/10/2025 00:00,07/10/2025 00:00,4 stars,Provided documentation link for the integration setup.,Susan,chat,False
TKT-00557,CUST-0045,,medium,closed,2023-05-02Z,05-May-2023,2023/05/12,three,Bug confirmed in v2.3.1. Hotfix deployed.,William,Phone,False
TKT-01618,CUST-0206,technical,hi,IN_PROGRESS,04-03-2024-05:00,2024-04-03T04:00:00,04/03/2024 01:00, 4 ,,Mary,chat,1
TKT-01131,CUST-0369,account,critical,Open,2025-09-13T00:00:00Z,2025-09-13,N/A, 1 ,,David,email,1
TKT-00367,CUST-0147,Billing,CRITICAL,Open,2024-02-09+05:30,09/02/2024,, 5 ,<p>Resolved via <b>live chat</b> session.</p>,Barbara,in-app,false
TKT-00339,CUST-0493,Feature Request,medium,resolved,06/04/2025+03:00,09-Apr-2025,"Apr 13, 2025",5 stars,,Jennifer,Phone,0
TKT-01217,CUST-0017,technical,low,open,14/07/2023+09:00,"Jul 14, 2023",,2,Provided documentation link for the integration setup.,Susan,,0
TKT-01719,CUST-0345,technical,critical,IN_PROGRESS,18-Mar-2023,2023-03-18T12:00:00,03-25-2023, 2 ,User error - provided step-by-step guide.,,chat,True
TKT-01401,CUST-0111,billing,Low,Resolved,"Nov 26, 2023-05:00",2023/11/26,N/A,5.0,User error - provided step-by-step guide.,Thomas,in-app,0
TKT-01271,CUST-0331,technical,medium,escalated,2025-11-04-08:00,2025/11/04,2025-11-04,3/5,Network issue on customer side. Confirmed with traceroute.,Barbara,chat,N
TKT-01329,CUST-0055,account,hi,resolved,2023-02-19T00:00:00+00:00,02-19-2023,2023-02-19T08:00:00, 5 ,,Christopher,email,False
TKT-00243,CUST-0259,account,crit,in_progress,2025/12/01-05:00,12/01/2025 02:00,2025/12/08, 4 ,,John,Phone,N
TKT-01910,CUST-8264,,CRITICAL,Open,"Feb 12, 2024",12/02/2024,12-Feb-2024,4,<div>Fixed the <a href='#'>configuration</a> issue</div>,Jennifer,chat,N
TKT-01923,CUST-0493,technical,critical,resolved,2025/09/09+00:00,2025-09-09T08:00:00,2025/09/09,,<div>Fixed the <a href='#'>configuration</a> issue</div>,John,in-app,no
TKT-00752,CUST-0413,technical,critical,closed,18/02/2025+09:00,2025-02-21T00:00:00,"Feb 18, 2025",5/5,<div>Fixed the <a href='#'>configuration</a> issue</div>,Elizabeth,chat,false
TKT-01448,CUST-0202,ACCOUNT,HIGH,resolved,2024/08/29+09:00,2024/08/29,09/01/2024 00:00,three,,Joseph,Email,False
TKT-00601,CUST-0259,Feature Request,hi,closed,2024/06/10+00:00,13/06/2024,10/06/2024,,,Christopher,Email,yes
TKT-00467,CUST-0270,Feature Request,medium,escalated,2023/10/23Z,23/10/2023,, 5 ,,Christopher,CHAT,Y
TKT-00604,CUST-0439,TECHNICAL,Low,IN_PROGRESS,"Dec 17, 2025","Dec 17, 2025",2025/12/19,five,Network issue on customer side. Confirmed with traceroute.,Mary,phone,1
TKT-00058,CUST-0398,account,critical,in_progress,12/04/2023 00:00+05:30,2023-12-07T00:00:00,2023/12/04,4.0,Refund processed as per company policy.,David,in-app,yes
TKT-00184,CUST-0062,feature_request,crit,IN_PROGRESS,09/22/2023 00:00,2023-09-23T00:00:00,"Sep 22, 2023",five,,Susan,Email,False
TKT-01970,CUST-0185,,crit,Open,06/09/2024 00:00+09:00,09-Jun-2024,16/06/2024,5 stars,,Susan,email,0
TKT-00421,CUST-0356,billing,med,closed,01-13-2023Z,13/01/2023,2023-01-13T04:00:00,five,Issue resolved by resetting the API key and clearing the cache.,Richard,Phone,True
TKT-00736,CUST-0156,feature_request,Low,Open,2023-09-07,2023-09-10T00:00:00,09/17/2023 00:00,3.0,Escalated to engineering team for further investigation.,Christopher,email,1
TKT-00012,CUST-0136,account,low,closed,2025-11-23T00:00:00-08:00,"Nov 26, 2025",2025-11-24,1 stars,Issue resolved by resetting the API key and clearing the cache.,,Phone,false
TKT-00796,CUST-0236,ACCOUNT,Medium,IN_PROGRESS,05/06/2023,2023/06/05,2023-06-07T00:00:00, 5 ,,Richard,in-app,false
TKT-00660,CUST-0416,Feature Request,Medium,open,2023-07-30+03:00,30/07/2023,07/30/2023 01:00,4/5,,,in-app,False
TKT-00637,CUST-0267,ACCOUNT,Medium,resolved,2023-05-04T00:00:00-05:00,04-May-2023,05/04/2023 12:00,,,Karen,chat,True
TKT-01946,CUST-0312,Feature Request,Medium,open,2023-06-06+09:00,06/06/2023,2023-06-16,two,,Richard,chat,False
TKT-01967,CUST-0011,Feature Request,critical,open,2023-02-16+03:00,02-16-2023,"Feb 16, 2023",,Refund processed as per company policy.,Elizabeth,Email,false
TKT-00745,CUST-0479,feature_request,critical,open,01/07/2024 00:00,07/01/2024,01-07-2024,3,Provided documentation link for the integration setup.,John,Email,0
TKT-01099,CUST-0441,account,Low,open,01-23-2025+00:00,23-Jan-2025,N/A,five,,Mary,in-app,False
TKT-01741,CUST-0207,integration,Medium,closed,2023-02-01T00:00:00,,2023/02/01,N/A,Network issue on customer side. Confirmed with traceroute.,Mary,Phone,Y
TKT-01036,CUST-0124,ACCOUNT,low,Open,"Apr 15, 2025",15/04/2025,2025/04/17,2.0,Issue resolved by resetting the API key and clearing the cache.,Elizabeth,in-app,false
TKT-00768,CUST-0215,Feature Request,med,Open,"Jul 29, 2025Z",2025/08/01,2025-07-29T04:00:00,N/A,Escalated to engineering team for further investigation.,James,phone,False
TKT-01690,CUST-0235,Billing,crit,in_progress,2023/08/29,"Aug 29, 2023",,4 stars,Customer was on an outdated plan. Migrated to current tier.,Michael,CHAT,false
TKT-00397,CUST-0328,billing,HIGH,Resolved,2024-08-07T00:00:00-05:00,07-Aug-2024,2024/08/07,,Issue resolved by resetting the API key and clearing the cache.,Jennifer,email,N
TKT-01918,CUST-0012,feature_request,high,resolved,06-13-2024+09:00,06-13-2024,14-Jun-2024,,Refund processed as per company policy.,Elizabeth,email,0
TKT-01449,CUST-0278,Feature Request,high,closed,"May 10, 2025",2025-05-10T12:00:00,,4 stars,,Jennifer,Email,yes
TKT-00706,CUST-0387,Feature Request,med,Resolved,"Mar 09, 2025-05:00",2025-03-09T08:00:00,03-09-2025,N/A,User error - provided step-by-step guide.,John,,1
TKT-00196,CUST-0472,Feature Request,Low,open,23-Nov-2023+05:30,,2023/11/23,3/5,Network issue on customer side. Confirmed with traceroute.,Karen,CHAT,False
TKT-01275,CUST-0233,technical,low,closed,2025/02/24,02/27/2025 00:00,,three,Refund processed as per company policy.,Mary,phone,true
TKT-00462,CUST-8566,security,Low,resolved,08/01/2025+00:00,01-08-2025,01/13/2025 00:00,,Escalated to engineering team for further investigation.,John,Phone,yes
TKT-00434,CUST-0497,billing,med,closed,2023-11-21T00:00:00-08:00,2023-11-21,,,Provided documentation link for the integration setup.,Sarah,,no
TKT-00270,CUST-0082,billing,Low,open,"Oct 16, 2024+05:30",10/19/2024 00:00,"Oct 16, 2024",three,Issue resolved by resetting the API key and clearing the cache.,James,phone,yes
TKT-00619,CUST-0075,TECHNICAL,HIGH,IN_PROGRESS,2023-12-04+05:30,2023-12-05,04/12/2023,3,Network issue on customer side. Confirmed with traceroute.,Michael,email,no
TKT-01678,CUST-0175,feature_request,crit,Open,20/03/2024,"Mar 20, 2024",2024-03-30T00:00:00,4 stars,Bug confirmed in v2.3.1. Hotfix deployed.,Sarah,,False
TKT-00536,CUST-0349,Integration,crit,open,2025-05-24Z,2025-05-27,05/24/2025 04:00, 5 ,Issue resolved by resetting the API key and clearing the cache.,James,in-app,False
TKT-00715,CUST-0049,ACCOUNT,medium,CLOSED,19-Oct-2023,19/10/2023,2023/10/19,4/5,Provided documentation link for the integration setup.,Jennifer,phone,1
TKT-00351,CUST-0290,Integration,crit,Open,2023/01/24+05:30,01-24-2023,24/01/2023,,,Jessica,,true
TKT-01302,CUST-0155,ACCOUNT,low,CLOSED,"Jul 14, 2025-05:00",07/14/2025 02:00,2025-07-17,1/5,,Sarah,in-app,True
TKT-01965,CUST-0008,,med,open,20/08/2023,"Aug 20, 2023",2023-08-27T00:00:00, 5 ,<p>Resolved via <b>live chat</b> session.</p>,Barbara,chat,Y
TKT-01871,CUST-0171,billing,critical,resolved,"Feb 27, 2023-05:00",02-27-2023,"Feb 27, 2023",4/5,Refund processed as per company policy.,Robert,,1
TKT-01520,CUST-0213,account,CRITICAL,Resolved,01-27-2023+09:00,,01/27/2023 08:00,4.0,,Joseph,chat,true
TKT-01122,CUST-0274,Feature Request,high,Resolved,2024-05-27T00:00:00+05:30,27/05/2024,05/27/2024 08:00,three,User error - provided step-by-step guide.,Sarah,chat,1
TKT-01478,CUST-0465,ACCOUNT,Medium,escalated,"Feb 16, 2023-05:00",2023-02-17,null,,<p>Resolved via <b>live chat</b> session.</p>,Thomas,,True
TKT-00102,CUST-0389,technical,med,open,"Jan 21, 2024Z",,01-23-2024,N/A,<div>Fixed the <a href='#'>configuration</a> issue</div>,Michael,,N
TKT-00128,CUST-0439,technical,low,in_progress,2023-11-05Z,"Nov 08, 2023",2023-11-05,3,User error - provided step-by-step guide.,Jessica,phone,Y
TKT-01565,CUST-0004,integration,low,CLOSED,04-05-2024+05:30,2024-04-06,04-05-2024,2 stars,Escalated to engineering team for further investigation.,Patricia,email,True
TKT-00680,CUST-0325,Billing,low,CLOSED,2023-06-26-08:00,2023/06/28,null,2.0,Issue resolved by resetting the API key and clearing the cache.,Linda,Phone,1
TKT-00514,CUST-0045,,HIGH,escalated,24-Jun-2023+09:00,2023-06-24T12:00:00,24/06/2023,,Customer was on an outdated plan. Migrated to current tier.,,,1
TKT-01853,CUST-0221,feature_request,hi,CLOSED,16/05/2023,05/16/2023 00:30,null, 4 ,Refund processed as per company policy.,David,CHAT,N
TKT-01429,CUST-0439,Integration,med,closed,07-24-2025+09:00,2025-07-25,,2,Issue resolved by resetting the API key and clearing the cache.,,CHAT,False
TKT-00888,CUST-0273,billing,critical,Open,07-09-2024-05:00,2024/07/09,19-Jul-2024, 5 ,,Linda,Email,False
TKT-01106,CUST-0337,TECHNICAL,critical,Open,09/12/2023 00:00,09/12/2023 01:00,,N/A,,Thomas,Phone,False
TKT-00020,CUST-0194,,medium,IN_PROGRESS,12/24/2023 00:00-08:00,24/12/2023,2023-12-31, 4 ,,Joseph,Email,yes
TKT-01327,CUST-0133,account,Low,CLOSED,02/05/2023+05:30,2023-05-04T00:00:00,"May 02, 2023",5,,John,,N
TKT-01354,CUST-0465,security,Medium,closed,"Dec 07, 2023Z",07-Dec-2023,,4 stars,Network issue on customer side. Confirmed with traceroute.,Richard,Email,False
TKT-00033,CUST-0496,TECHNICAL,CRITICAL,resolved,06/03/2024-08:00,06/03/2024,null,5/5,,Jessica,CHAT,yes
TKT-01205,CUST-0148,integration,Medium,resolved,2025-11-13,13-Nov-2025,11/15/2025 00:00,three,Provided documentation link for the integration setup.,Jessica,Phone,true
TKT-01417,CUST-0112,technical,medium,IN_PROGRESS,28/12/2024-08:00,"Dec 29, 2024",,4 stars,Customer was on an outdated plan. Migrated to current tier.,Thomas,Email,yes
TKT-00230,CUST-0226,,high,in_progress,05-Feb-2025-05:00,02/05/2025 01:00,05/02/2025, 5 ,,Barbara,Phone,true
TKT-01810,CUST-0046,account,hi,Resolved,30-May-2024,30-May-2024,,one,Issue resolved by resetting the API key and clearing the cache.,Karen,,Y
TKT-01691,CUST-0352,Feature Request,med,Open,2025/11/11,11-11-2025,2025-11-21T00:00:00,,Refund processed as per company policy.,Joseph,CHAT,True
TKT-00168,CUST-0497,integration,critical,in_progress,2024-11-13T00:00:00-08:00,"Nov 15, 2024",2024-11-14T00:00:00,4,,Susan,,no
TKT-00518,CUST-0107,Feature Request,Low,escalated,2023-02-27+00:00,27-Feb-2023,03-04-2023,4,Bug confirmed in v2.3.1. Hotfix deployed.,Christopher,Phone,True
TKT-01740,CUST-0206,security,HIGH,Resolved,2024/12/29,"Dec 29, 2024","Dec 29, 2024", 5 ,Bug confirmed in v2.3.1. Hotfix deployed.,Mary,chat,False
TKT-01412,CUST-0084,ACCOUNT,CRITICAL,resolved,10-Feb-2024+03:00,10-Feb-2024,2024-02-10T12:00:00,one,,,chat,N
TKT-01569,CUST-0137,ACCOUNT,Low,open,29-May-2024Z,05-29-2024,08-Jun-2024,5/5,Refund processed as per company policy.,Jennifer,email,false
TKT-01372,CUST-0017,integration,CRITICAL,escalated,2025-11-22T00:00:00+09:00,"Nov 22, 2025",11-22-2025,three,,Patricia,Email,0
TKT-00438,CUST-0117,integration,CRITICAL,escalated,18/04/2023+09:00,18/04/2023,04-18-2023,,Bug confirmed in v2.3.1. Hotfix deployed.,Michael,Email,false
TKT-00530,CUST-0254,billing,critical,in_progress,2025-12-03+03:00,03-Dec-2025,,,,,Phone,yes
TKT-00541,CUST-0398,security,medium,IN_PROGRESS,2024-06-09Z,2024-06-12,"Jun 09, 2024",4/5,User error - provided step-by-step guide.,Susan,Phone,no
TKT-01568,CUST-0338,technical,Medium,CLOSED,2025-03-31T00:00:00Z,31/03/2025,03-Apr-2025,,Network issue on customer side. Confirmed with traceroute.,Mary,Email,True
TKT-00484,CUST-0061,TECHNICAL,Low,Resolved,09/06/2023 00:00+05:30,07/09/2023,"Sep 09, 2023",5 stars,Customer was on an outdated plan. Migrated to current tier.,Mary,phone,0
TKT-00932,CUST-0461,billing,crit,CLOSED,01-04-2023+03:00,N/A,N/A,1 stars,<p>Resolved via <b>live chat</b> session.</p>,Susan,CHAT,1
TKT-00997,CUST-0045,ACCOUNT,critical,open,2024/07/24+00:00,07/24/2024 08:00,07-24-2024, 5 ,Escalated to engineering team for further investigation.,Elizabeth,in-app,true
TKT-00446,CUST-0152,integration,HIGH,Open,04/22/2024 00:00-05:00,22/04/2024,2024-04-29T00:00:00,5/5,,Richard,phone,True
TKT-00901,CUST-0497,technical,Low,resolved,08-Mar-2025-05:00,03-09-2025,15-Mar-2025,3/5,,John,Phone,Y
TKT-00205,CUST-0164,integration,CRITICAL,CLOSED,2023/06/27-05:00,"Jun 28, 2023",06/27/2023 12:00,4.0,,,email,yes
TKT-01783,CUST-0162,billing,medium,Open,2023-12-28-08:00,12-28-2023,31-Dec-2023,five,<p>Resolved via <b>live chat</b> session.</p>,Elizabeth,chat,True
TKT-01745,CUST-0371,billing,CRITICAL,resolved,"Feb 13, 2024+05:30",2024/02/14,2024/02/16,four,User error - provided step-by-step guide.,,,False
TKT-00126,CUST-0256,Integration,CRITICAL,in_progress,18/03/2023+03:00,20-Mar-2023,,,<div>Fixed the <a href='#'>configuration</a> issue</div>,Barbara,in-app,true
TKT-01356,CUST-0463,billing,Medium,in_progress,04-30-2023-05:00,"Apr 30, 2023",04-30-2023, 2 ,Refund processed as per company policy.,John,chat,no
TKT-01556,CUST-0332,TECHNICAL,low,open,"Dec 25, 2025+03:00",27/12/2025,null,2.0,User error - provided step-by-step guide.,Linda,chat,yes
TKT-00968,CUST-0001,integration,Medium,Open,2023-12-26T00:00:00+05:30,2023-12-26,2024/01/02,4,,John,email,0
TKT-00641,CUST-0242,Integration,Medium,resolved,04/10/2024 00:00+05:30,"Apr 12, 2024",2024-04-10,one,Bug confirmed in v2.3.1. Hotfix deployed.,Jessica,,true
TKT-00947,CUST-0459,,CRITICAL,IN_PROGRESS,02/19/2025 00:00+05:30,"Feb 20, 2025",19-Feb-2025,4.0,,James,chat,yes
TKT-01030,CUST-0355,,Low,escalated,"Aug 06, 2023+03:00",2023/08/07,08-06-2023,4 stars,Issue resolved by resetting the API key and clearing the cache.,Sarah,CHAT,N
TKT-00821,CUST-0091,feature_request,critical,Open,2025/07/28,2025-07-28,"Aug 04, 2025",5 stars,,Sarah,,yes
TKT-00463,CUST-0027,billing,high,escalated,10-Apr-2025+00:00,2025-04-10,13/04/2025, 2 ,Refund processed as per company policy.,Mary,Phone,Y
TKT-01572,CUST-0004,billing,crit,Resolved,03-21-2024-08:00,2024-03-23,22/03/2024,,Customer was on an outdated plan. Migrated to current tier.,Richard,phone,Y
TKT-00213,CUST-0057,Integration,crit,escalated,2025/02/17+05:30,2025-02-18,02/24/2025 00:00, 4 ,<div>Fixed the <a href='#'>configuration</a> issue</div>,Elizabeth,Phone,True
TKT-01349,CUST-0423,Integration,low,Resolved,13/08/2024,"Aug 13, 2024",,3,Issue resolved by resetting the API key and clearing the cache.,Linda,email,false
TKT-01802,CUST-0323,ACCOUNT,Medium,escalated,2025-10-31,10/31/2025 08:00,,5,Issue resolved by resetting the API key and clearing the cache.,Mary,CHAT,0
TKT-01266,CUST-0173,ACCOUNT,Medium,IN_PROGRESS,2023-11-23+00:00,"Nov 23, 2023",24-Nov-2023,4.0,<p>Resolved via <b>live chat</b> session.</p>,Jennifer,phone,yes
TKT-01070,CUST-0038,TECHNICAL,critical,escalated,2023/06/07,2023-06-07T00:30:00,2023/06/17,two,,Linda,Email,yes
TKT-00667,CUST-0301,Integration,HIGH,IN_PROGRESS,12-21-2024,,2024-12-21,1 stars,Network issue on customer side. Confirmed with traceroute.,Susan,Phone,1
TKT-00067,CUST-0026,Feature Request,medium,IN_PROGRESS,03/06/2024 00:00,2024-03-08T00:00:00,2024-03-06T02:00:00,5,Refund processed as per company policy.,Michael,CHAT,1
TKT-00314,CUST-0139,Integration,critical,IN_PROGRESS,"Sep 09, 2024+00:00",2024-09-10T00:00:00,null,five,User error - provided step-by-step guide.,Richard,Email,false
TKT-00458,CUST-0329,integration,med,Open,2025-06-20-08:00,20/06/2025,"Jun 20, 2025",5/5,,David,Phone,yes
TKT-01168,CUST-0407,,med,Resolved,"Dec 09, 2025Z",09/12/2025,14/12/2025, 5 ,,Michael,Email,1
TKT-01711,CUST-0180,account,critical,in_progress,15/04/2024+09:00,2024/04/15,N/A,four,<div>Fixed the <a href='#'>configuration</a> issue</div>,Karen,phone,True
TKT-01664,CUST-0132,ACCOUNT,medium,in_progress,2023-06-30-08:00,N/A,,four,,James,,N
TKT-01324,CUST-0453,integration,CRITICAL,escalated,"Jun 17, 2024+00:00",06/17/2024 02:00,null,,Customer was on an outdated plan. Migrated to current tier.,Elizabeth,Email,1
TKT-00822,CUST-0337,Integration,med,CLOSED,"Sep 05, 2024+09:00",2024-09-05T12:00:00,2024/09/05,1 stars,<div>Fixed the <a href='#'>configuration</a> issue</div>,Susan,Email,1
TKT-00615,CUST-0054,TECHNICAL,hi,in_progress,"Apr 29, 2024-05:00","Apr 29, 2024",2024/05/01,4 stars,Customer was on an outdated plan. Migrated to current tier.,Elizabeth,,1
TKT-01117,CUST-0167,ACCOUNT,HIGH,in_progress,2025-07-30T00:00:00+00:00,07/30/2025 08:00,07/30/2025 01:00,4/5,Provided documentation link for the integration setup.,Sarah,phone,True
TKT-01249,CUST-0366,billing,Medium,open,03-Dec-2024,2024/12/03,12/10/2024 00:00,,,Christopher,Email,True
TKT-00984,CUST-0003,billing,hi,CLOSED,02-26-2023+09:00,02-26-2023,2023-03-03T00:00:00,three,,Elizabeth,phone,yes
TKT-01727,CUST-0303,security,medium,CLOSED,"Apr 10, 2025",04-10-2025,04-12-2025, 5 ,,David,CHAT,N
TKT-00439,CUST-0342,,CRITICAL,escalated,29-Oct-2024+00:00,31-Oct-2024,10/30/2024 00:00,3.0,Network issue on customer side. Confirmed with traceroute.,Jennifer,email,True
TKT-01248,CUST-0309,integration,low,in_progress,"Mar 30, 2024+05:30",01-Apr-2024,03/30/2024 08:00,4/5,Provided documentation link for the integration setup.,Susan,Phone,true
TKT-00347,CUST-0282,Billing,med,in_progress,30-Mar-2023-05:00,04-02-2023,"Mar 30, 2023",5,<div>Fixed the <a href='#'>configuration</a> issue</div>,Thomas,email,N
TKT-01548,CUST-0157,technical,Low,Resolved,12-01-2025+00:00,01/12/2025,2025-12-06T00:00:00,1 stars,,,email,N
TKT-00552,CUST-0340,technical,CRITICAL,resolved,03/05/2025 00:00Z,2025/03/05,2025-03-05T02:00:00,five,Customer was on an outdated plan. Migrated to current tier.,Jennifer,CHAT,0
TKT-00349,CUST-0487,,med,resolved,06/15/2024 00:00,"Jun 17, 2024",25/06/2024,3,Refund processed as per company policy.,Elizabeth,phone,True
TKT-00911,CUST-0366,feature_request,med,CLOSED,10-02-2024+03:00,"Oct 03, 2024",2024-10-04,,User error - provided step-by-step guide.,Sarah,email,True
TKT-01857,CUST-0019,Feature Request,CRITICAL,open,01-Dec-2023,12-01-2023,12/08/2023 00:00,five,Refund processed as per company policy.,Susan,CHAT,False
TKT-00418,CUST-0126,ACCOUNT,medium,closed,30/05/2025,05-30-2025,05/30/2025 04:00,N/A,Customer was on an outdated plan. Migrated to current tier.,,CHAT,1
TKT-01638,CUST-0078,Feature Request,Medium,in_progress,"May 12, 2023+05:30","May 12, 2023",,4 stars,Network issue on customer side. Confirmed with traceroute.,David,Phone,false
TKT-00760,CUST-0376,feature_request,crit,Open,2025-09-08-05:00,,2025/09/08,4.0,Provided documentation link for the integration setup.,Michael,in-app,0
TKT-00990,CUST-0137,TECHNICAL,HIGH,Open,2023-07-02-05:00,N/A,07-09-2023,3,Refund processed as per company policy.,Michael,in-app,N
TKT-00861,CUST-0116,,low,escalated,2024-03-07-08:00,03-09-2024,"Mar 12, 2024",,Bug confirmed in v2.3.1. Hotfix deployed.,Richard,Email,False
TKT-01858,CUST-0091,account,critical,IN_PROGRESS,04-Jul-2023-08:00,05-Jul-2023,2023/07/05,2.0,<p>Resolved via <b>live chat</b> session.</p>,Mary,Email,True
TKT-00300,CUST-0418,account,CRITICAL,closed,"Jan 10, 2024-08:00",11-Jan-2024,2024-01-11,,Refund processed as per company policy.,Linda,Phone,False
